type;number of algorithm;size;operations;
обратно отсортирован_2;0;600;933390;
обратно отсортирован_2;1;600;898500;
обратно отсортирован_2;2;600;2398;
обратно отсортирован_2;3;600;1979106;
обратно отсортирован_2;4;600;13803;
обратно отсортирован_2;5;600;90839;
обратно отсортирован_2;6;600;902094;
обратно отсортирован_2;7;600;67740;
обратно отсортирован_2;8;600;545390;
обратно отсортирован_2;9;600;16450;
обратно отсортирован_2;10;600;630601;
обратно отсортирован_2;11;600;26339;
обратно отсортирован_2;12;600;30920;
обратно отсортирован_2;0;700;1264840;
обратно отсортирован_2;1;700;1223250;
обратно отсортирован_2;2;700;2798;
обратно отсортирован_2;3;700;2693956;
обратно отсортирован_2;4;700;16103;
обратно отсортирован_2;5;700;109012;
обратно отсортирован_2;6;700;1227444;
обратно отсортирован_2;7;700;80740;
обратно отсортирован_2;8;700;741290;
обратно отсортирован_2;9;700;18850;
обратно отсортирован_2;10;700;858201;
обратно отсортирован_2;11;700;31095;
обратно отсортирован_2;12;700;36790;
обратно отсортирован_2;0;800;1646521;
обратно отсортирован_2;1;800;1598000;
обратно отсортирован_2;2;800;3198;
обратно отсортирован_2;3;800;3518806;
обратно отсортирован_2;4;800;18403;
обратно отсортирован_2;5;800;127510;
обратно отсортирован_2;6;800;1602794;
обратно отсортирован_2;7;800;93740;
обратно отсортирован_2;8;800;967190;
обратно отсортирован_2;9;800;21250;
обратно отсортирован_2;10;800;1120801;
обратно отсортирован_2;11;800;35898;
обратно отсортирован_2;12;800;41855;
обратно отсортирован_2;0;900;2078671;
обратно отсортирован_2;1;900;2022750;
обратно отсортирован_2;2;900;3598;
обратно отсортирован_2;3;900;4453656;
обратно отсортирован_2;4;900;20703;
обратно отсортирован_2;5;900;146491;
обратно отсортирован_2;6;900;2028144;
обратно отсортирован_2;7;900;106740;
обратно отсортирован_2;8;900;1223090;
обратно отсортирован_2;9;900;23650;
обратно отсортирован_2;10;900;1418401;
обратно отсортирован_2;11;900;41218;
обратно отсортирован_2;12;900;48560;
обратно отсортирован_2;0;1000;2560821;
обратно отсортирован_2;1;1000;2497500;
обратно отсортирован_2;2;1000;3998;
обратно отсортирован_2;3;1000;5498506;
обратно отсортирован_2;4;1000;23003;
обратно отсортирован_2;5;1000;164229;
обратно отсортирован_2;6;1000;2503494;
обратно отсортирован_2;7;1000;119740;
обратно отсортирован_2;8;1000;1508990;
обратно отсортирован_2;9;1000;26050;
обратно отсортирован_2;10;1000;1751001;
обратно отсортирован_2;11;1000;46234;
обратно отсортирован_2;12;1000;54130;
обратно отсортирован_2;0;1100;3092971;
обратно отсортирован_2;1;1100;3022250;
обратно отсортирован_2;2;1100;4398;
обратно отсортирован_2;3;1100;6653356;
обратно отсортирован_2;4;1100;25303;
обратно отсортирован_2;5;1100;184613;
обратно отсортирован_2;6;1100;3028844;
обратно отсортирован_2;7;1100;133500;
обратно отсортирован_2;8;1100;1824890;
обратно отсортирован_2;9;1100;28450;
обратно отсортирован_2;10;1100;2118601;
обратно отсортирован_2;11;1100;51874;
обратно отсортирован_2;12;1100;63224;
обратно отсортирован_2;0;1200;3675121;
обратно отсортирован_2;1;1200;3597000;
обратно отсортирован_2;2;1200;4798;
обратно отсортирован_2;3;1200;7918206;
обратно отсортирован_2;4;1200;27603;
обратно отсортирован_2;5;1200;203691;
обратно отсортирован_2;6;1200;3604194;
обратно отсортирован_2;7;1200;147500;
обратно отсортирован_2;8;1200;2170790;
обратно отсортирован_2;9;1200;30850;
обратно отсортирован_2;10;1200;2521201;
обратно отсортирован_2;11;1200;57106;
обратно отсортирован_2;12;1200;69620;
обратно отсортирован_2;0;1300;4307271;
обратно отсортирован_2;1;1300;4221750;
обратно отсортирован_2;2;1300;5198;
обратно отсортирован_2;3;1300;9293056;
обратно отсортирован_2;4;1300;29903;
обратно отсортирован_2;5;1300;224578;
обратно отсортирован_2;6;1300;4229544;
обратно отсортирован_2;7;1300;161500;
обратно отсортирован_2;8;1300;2546690;
обратно отсортирован_2;9;1300;33250;
обратно отсортирован_2;10;1300;2958801;
обратно отсортирован_2;11;1300;66506;
обратно отсортирован_2;12;1300;77060;
обратно отсортирован_2;0;1400;4989421;
обратно отсортирован_2;1;1400;4896500;
обратно отсортирован_2;2;1400;5598;
обратно отсортирован_2;3;1400;10777906;
обратно отсортирован_2;4;1400;32203;
обратно отсортирован_2;5;1400;243953;
обратно отсортирован_2;6;1400;4904894;
обратно отсортирован_2;7;1400;175500;
обратно отсортирован_2;8;1400;2952590;
обратно отсортирован_2;9;1400;35650;
обратно отсортирован_2;10;1400;3431401;
обратно отсортирован_2;11;1400;69722;
обратно отсортирован_2;12;1400;82650;
обратно отсортирован_2;0;1500;5721571;
обратно отсортирован_2;1;1500;5621250;
обратно отсортирован_2;2;1500;5998;
обратно отсортирован_2;3;1500;12372756;
обратно отсортирован_2;4;1500;34503;
обратно отсортирован_2;5;1500;265692;
обратно отсортирован_2;6;1500;5630244;
обратно отсортирован_2;7;1500;189500;
обратно отсортирован_2;8;1500;3388490;
обратно отсортирован_2;9;1500;38050;
обратно отсортирован_2;10;1500;3939001;
обратно отсортирован_2;11;1500;76354;
обратно отсортирован_2;12;1500;88823;
обратно отсортирован_2;0;1600;6504176;
обратно отсортирован_2;1;1600;6396000;
обратно отсортирован_2;2;1600;6398;
обратно отсортирован_2;3;1600;14077606;
обратно отсортирован_2;4;1600;36803;
обратно отсортирован_2;5;1600;284267;
обратно отсортирован_2;6;1600;6405594;
обратно отсортирован_2;7;1600;203500;
обратно отсортирован_2;8;1600;3854390;
обратно отсортирован_2;9;1600;40450;
обратно отсортирован_2;10;1600;4481601;
обратно отсортирован_2;11;1600;79058;
обратно отсортирован_2;12;1600;94095;
обратно отсортирован_2;0;1700;7337026;
обратно отсортирован_2;1;1700;7220750;
обратно отсортирован_2;2;1700;6798;
обратно отсортирован_2;3;1700;15892456;
обратно отсортирован_2;4;1700;39103;
обратно отсортирован_2;5;1700;305864;
обратно отсортирован_2;6;1700;7230944;
обратно отсортирован_2;7;1700;217500;
обратно отсортирован_2;8;1700;4350290;
обратно отсортирован_2;9;1700;42850;
обратно отсортирован_2;10;1700;5059201;
обратно отсортирован_2;11;1700;87994;
обратно отсортирован_2;12;1700;100345;
обратно отсортирован_2;0;1800;8219876;
обратно отсортирован_2;1;1800;8095500;
обратно отсортирован_2;2;1800;7198;
обратно отсортирован_2;3;1800;17817306;
обратно отсортирован_2;4;1800;41403;
обратно отсортирован_2;5;1800;325832;
обратно отсортирован_2;6;1800;8106294;
обратно отсортирован_2;7;1800;231500;
обратно отсортирован_2;8;1800;4876190;
обратно отсортирован_2;9;1800;45250;
обратно отсортирован_2;10;1800;5671801;
обратно отсортирован_2;11;1800;90978;
обратно отсортирован_2;12;1800;108800;
обратно отсортирован_2;0;1900;9152726;
обратно отсортирован_2;1;1900;9020250;
обратно отсортирован_2;2;1900;7598;
обратно отсортирован_2;3;1900;19852156;
обратно отсортирован_2;4;1900;43703;
обратно отсортирован_2;5;1900;348511;
обратно отсортирован_2;6;1900;9031644;
обратно отсортирован_2;7;1900;245500;
обратно отсортирован_2;8;1900;5432090;
обратно отсортирован_2;9;1900;47650;
обратно отсортирован_2;10;1900;6319401;
обратно отсортирован_2;11;1900;99250;
обратно отсортирован_2;12;1900;113495;
обратно отсортирован_2;0;2000;10135576;
обратно отсортирован_2;1;2000;9995000;
обратно отсортирован_2;2;2000;7998;
обратно отсортирован_2;3;2000;21997006;
обратно отсортирован_2;4;2000;46003;
обратно отсортирован_2;5;2000;366837;
обратно отсортирован_2;6;2000;10006994;
обратно отсортирован_2;7;2000;259500;
обратно отсортирован_2;8;2000;6017990;
обратно отсортирован_2;9;2000;50050;
обратно отсортирован_2;10;2000;7002001;
обратно отсортирован_2;11;2000;107522;
обратно отсортирован_2;12;2000;121230;
обратно отсортирован_2;0;2100;11168426;
обратно отсортирован_2;1;2100;11019750;
обратно отсортирован_2;2;2100;8398;
обратно отсортирован_2;3;2100;24251856;
обратно отсортирован_2;4;2100;48303;
обратно отсортирован_2;5;2100;388920;
обратно отсортирован_2;6;2100;11032344;
обратно отсортирован_2;7;2100;274020;
обратно отсортирован_2;8;2100;6633890;
обратно отсортирован_2;9;2100;52450;
обратно отсортирован_2;10;2100;7719601;
обратно отсортирован_2;11;2100;112626;
обратно отсортирован_2;12;2100;133400;
обратно отсортирован_2;0;2200;12251276;
обратно отсортирован_2;1;2200;12094500;
обратно отсортирован_2;2;2200;8798;
обратно отсортирован_2;3;2200;26616706;
обратно отсортирован_2;4;2200;50603;
обратно отсортирован_2;5;2200;409261;
обратно отсортирован_2;6;2200;12107694;
обратно отсортирован_2;7;2200;289020;
обратно отсортирован_2;8;2200;7279790;
обратно отсортирован_2;9;2200;54850;
обратно отсортирован_2;10;2200;8472201;
обратно отсортирован_2;11;2200;119010;
обратно отсортирован_2;12;2200;140728;
обратно отсортирован_2;0;2300;13384126;
обратно отсортирован_2;1;2300;13219250;
обратно отсортирован_2;2;2300;9198;
обратно отсортирован_2;3;2300;29091556;
обратно отсортирован_2;4;2300;52903;
обратно отсортирован_2;5;2300;432933;
обратно отсортирован_2;6;2300;13233044;
обратно отсортирован_2;7;2300;304020;
обратно отсортирован_2;8;2300;7955690;
обратно отсортирован_2;9;2300;57250;
обратно отсортирован_2;10;2300;9259801;
обратно отсортирован_2;11;2300;122650;
обратно отсортирован_2;12;2300;151635;
обратно отсортирован_2;0;2400;14566976;
обратно отсортирован_2;1;2400;14394000;
обратно отсортирован_2;2;2400;9598;
обратно отсортирован_2;3;2400;31676406;
обратно отсортирован_2;4;2400;55203;
обратно отсортирован_2;5;2400;452250;
обратно отсортирован_2;6;2400;14408394;
обратно отсортирован_2;7;2400;319020;
обратно отсортирован_2;8;2400;8661590;
обратно отсортирован_2;9;2400;59650;
обратно отсортирован_2;10;2400;10082401;
обратно отсортирован_2;11;2400;128858;
обратно отсортирован_2;12;2400;154820;
обратно отсортирован_2;0;2500;15799826;
обратно отсортирован_2;1;2500;15618750;
обратно отсортирован_2;2;2500;9998;
обратно отсортирован_2;3;2500;34371256;
обратно отсортирован_2;4;2500;57503;
обратно отсортирован_2;5;2500;474162;
обратно отсортирован_2;6;2500;15633744;
обратно отсортирован_2;7;2500;334020;
обратно отсортирован_2;8;2500;9397490;
обратно отсортирован_2;9;2500;62050;
обратно отсортирован_2;10;2500;10940001;
обратно отсортирован_2;11;2500;135010;
обратно отсортирован_2;12;2500;164445;
обратно отсортирован_2;0;2600;17082676;
обратно отсортирован_2;1;2600;16893500;
обратно отсортирован_2;2;2600;10398;
обратно отсортирован_2;3;2600;37176106;
обратно отсортирован_2;4;2600;59803;
обратно отсортирован_2;5;2600;494702;
обратно отсортирован_2;6;2600;16909094;
обратно отсортирован_2;7;2600;349020;
обратно отсортирован_2;8;2600;10163390;
обратно отсортирован_2;9;2600;64450;
обратно отсортирован_2;10;2600;11832601;
обратно отсортирован_2;11;2600;141074;
обратно отсортирован_2;12;2600;171000;
обратно отсортирован_2;0;2700;18415526;
обратно отсортирован_2;1;2700;18218250;
обратно отсортирован_2;2;2700;10798;
обратно отсортирован_2;3;2700;40090956;
обратно отсортирован_2;4;2700;62103;
обратно отсортирован_2;5;2700;518396;
обратно отсортирован_2;6;2700;18234444;
обратно отсортирован_2;7;2700;364020;
обратно отсортирован_2;8;2700;10959290;
обратно отсортирован_2;9;2700;66850;
обратно отсортирован_2;10;2700;12760201;
обратно отсортирован_2;11;2700;153634;
обратно отсортирован_2;12;2700;177145;
обратно отсортирован_2;0;2800;19798376;
обратно отсортирован_2;1;2800;19593000;
обратно отсортирован_2;2;2800;11198;
обратно отсортирован_2;3;2800;43115806;
обратно отсортирован_2;4;2800;64403;
обратно отсортирован_2;5;2800;538296;
обратно отсортирован_2;6;2800;19609794;
обратно отсортирован_2;7;2800;379020;
обратно отсортирован_2;8;2800;11785190;
обратно отсортирован_2;9;2800;69250;
обратно отсортирован_2;10;2800;13722801;
обратно отсортирован_2;11;2800;156066;
обратно отсортирован_2;12;2800;183470;
обратно отсортирован_2;0;2900;21231226;
обратно отсортирован_2;1;2900;21017750;
обратно отсортирован_2;2;2900;11598;
обратно отсортирован_2;3;2900;46250656;
обратно отсортирован_2;4;2900;66703;
обратно отсортирован_2;5;2900;560247;
обратно отсортирован_2;6;2900;21035144;
обратно отсортирован_2;7;2900;394020;
обратно отсортирован_2;8;2900;12641090;
обратно отсортирован_2;9;2900;71650;
обратно отсортирован_2;10;2900;14720401;
обратно отсортирован_2;11;2900;166866;
обратно отсортирован_2;12;2900;189490;
обратно отсортирован_2;0;3000;22714076;
обратно отсортирован_2;1;3000;22492500;
обратно отсортирован_2;2;3000;11998;
обратно отсортирован_2;3;3000;49495506;
обратно отсортирован_2;4;3000;69003;
обратно отсортирован_2;5;3000;581565;
обратно отсортирован_2;6;3000;22510494;
обратно отсортирован_2;7;3000;409020;
обратно отсортирован_2;8;3000;13526990;
обратно отсортирован_2;9;3000;74050;
обратно отсортирован_2;10;3000;15753001;
обратно отсортирован_2;11;3000;165906;
обратно отсортирован_2;12;3000;197111;
обратно отсортирован_2;0;3100;24247129;
обратно отсортирован_2;1;3100;24017250;
обратно отсортирован_2;2;3100;12398;
обратно отсортирован_2;3;3100;52850356;
обратно отсортирован_2;4;3100;71303;
обратно отсортирован_2;5;3100;605566;
обратно отсортирован_2;6;3100;24035844;
обратно отсортирован_2;7;3100;424020;
обратно отсортирован_2;8;3100;14442890;
обратно отсортирован_2;9;3100;76450;
обратно отсортирован_2;10;3100;16820601;
обратно отсортирован_2;11;3100;176594;
обратно отсортирован_2;12;3100;201465;
обратно отсортирован_2;0;3200;25830679;
обратно отсортирован_2;1;3200;25592000;
обратно отсортирован_2;2;3200;12798;
обратно отсортирован_2;3;3200;56315206;
обратно отсортирован_2;4;3200;73603;
обратно отсортирован_2;5;3200;627320;
обратно отсортирован_2;6;3200;25611194;
обратно отсортирован_2;7;3200;439020;
обратно отсортирован_2;8;3200;15388790;
обратно отсортирован_2;9;3200;78850;
обратно отсортирован_2;10;3200;17923201;
обратно отсортирован_2;11;3200;178602;
обратно отсортирован_2;12;3200;208975;
обратно отсортирован_2;0;3300;27464229;
обратно отсортирован_2;1;3300;27216750;
обратно отсортирован_2;2;3300;13198;
обратно отсортирован_2;3;3300;59890056;
обратно отсортирован_2;4;3300;75903;
обратно отсортирован_2;5;3300;648495;
обратно отсортирован_2;6;3300;27236544;
обратно отсортирован_2;7;3300;454020;
обратно отсортирован_2;8;3300;16364690;
обратно отсортирован_2;9;3300;81250;
обратно отсортирован_2;10;3300;19060801;
обратно отсортирован_2;11;3300;189458;
обратно отсортирован_2;12;3300;222834;
обратно отсортирован_2;0;3400;29147779;
обратно отсортирован_2;1;3400;28891500;
обратно отсортирован_2;2;3400;13598;
обратно отсортирован_2;3;3400;63574906;
обратно отсортирован_2;4;3400;78203;
обратно отсортирован_2;5;3400;671341;
обратно отсортирован_2;6;3400;28911894;
обратно отсортирован_2;7;3400;469020;
обратно отсортирован_2;8;3400;17370590;
обратно отсортирован_2;9;3400;83650;
обратно отсортирован_2;10;3400;20233401;
обратно отсортирован_2;11;3400;201058;
обратно отсортирован_2;12;3400;222765;
обратно отсортирован_2;0;3500;30881329;
обратно отсортирован_2;1;3500;30616250;
обратно отсортирован_2;2;3500;13998;
обратно отсортирован_2;3;3500;67369756;
обратно отсортирован_2;4;3500;80503;
обратно отсортирован_2;5;3500;695664;
обратно отсортирован_2;6;3500;30637244;
обратно отсортирован_2;7;3500;484020;
обратно отсортирован_2;8;3500;18406490;
обратно отсортирован_2;9;3500;86050;
обратно отсортирован_2;10;3500;21441001;
обратно отсортирован_2;11;3500;205698;
обратно отсортирован_2;12;3500;228915;
обратно отсортирован_2;0;3600;32664879;
обратно отсортирован_2;1;3600;32391000;
обратно отсортирован_2;2;3600;14398;
обратно отсортирован_2;3;3600;71274606;
обратно отсортирован_2;4;3600;82803;
обратно отсортирован_2;5;3600;716978;
обратно отсортирован_2;6;3600;32412594;
обратно отсортирован_2;7;3600;499020;
обратно отсортирован_2;8;3600;19472390;
обратно отсортирован_2;9;3600;88450;
обратно отсортирован_2;10;3600;22683601;
обратно отсортирован_2;11;3600;212858;
обратно отсортирован_2;12;3600;240980;
обратно отсортирован_2;0;3700;34498429;
обратно отсортирован_2;1;3700;34215750;
обратно отсортирован_2;2;3700;14798;
обратно отсортирован_2;3;3700;75289456;
обратно отсортирован_2;4;3700;85103;
обратно отсортирован_2;5;3700;738380;
обратно отсортирован_2;6;3700;34237944;
обратно отсортирован_2;7;3700;514020;
обратно отсортирован_2;8;3700;20568290;
обратно отсортирован_2;9;3700;90850;
обратно отсортирован_2;10;3700;23961201;
обратно отсортирован_2;11;3700;215738;
обратно отсортирован_2;12;3700;245287;
обратно отсортирован_2;0;3800;36381979;
обратно отсортирован_2;1;3800;36090500;
обратно отсортирован_2;2;3800;15198;
обратно отсортирован_2;3;3800;79414306;
обратно отсортирован_2;4;3800;87403;
обратно отсортирован_2;5;3800;762297;
обратно отсортирован_2;6;3800;36113294;
обратно отсортирован_2;7;3800;529020;
обратно отсортирован_2;8;3800;21694190;
обратно отсортирован_2;9;3800;93250;
обратно отсортирован_2;10;3800;25273801;
обратно отсортирован_2;11;3800;223034;
обратно отсортирован_2;12;3800;251655;
обратно отсортирован_2;0;3900;38315529;
обратно отсортирован_2;1;3900;38015250;
обратно отсортирован_2;2;3900;15598;
обратно отсортирован_2;3;3900;83649156;
обратно отсортирован_2;4;3900;89703;
обратно отсортирован_2;5;3900;785744;
обратно отсортирован_2;6;3900;38038644;
обратно отсортирован_2;7;3900;544020;
обратно отсортирован_2;8;3900;22850090;
обратно отсортирован_2;9;3900;95650;
обратно отсортирован_2;10;3900;26621401;
обратно отсортирован_2;11;3900;228570;
обратно отсортирован_2;12;3900;262360;
обратно отсортирован_2;0;4000;40299079;
обратно отсортирован_2;1;4000;39990000;
обратно отсортирован_2;2;4000;15998;
обратно отсортирован_2;3;4000;87994006;
обратно отсортирован_2;4;4000;92003;
обратно отсортирован_2;5;4000;807986;
обратно отсортирован_2;6;4000;40013994;
обратно отсортирован_2;7;4000;559020;
обратно отсортирован_2;8;4000;24035990;
обратно отсортирован_2;9;4000;98050;
обратно отсортирован_2;10;4000;28004001;
обратно отсортирован_2;11;4000;234570;
обратно отсортирован_2;12;4000;268430;
обратно отсортирован_2;0;4100;42332629;
обратно отсортирован_2;1;4100;42014750;
обратно отсортирован_2;2;4100;16398;
обратно отсортирован_2;3;4100;92448856;
обратно отсортирован_2;4;4100;94303;
обратно отсортирован_2;5;4100;829298;
обратно отсортирован_2;6;4100;42039344;
обратно отсортирован_2;7;4100;574060;
обратно отсортирован_2;8;4100;25251890;
обратно отсортирован_2;9;4100;100450;
обратно отсортирован_2;10;4100;29421601;
обратно отсортирован_2;11;4100;256050;
обратно отсортирован_2;12;4100;287010;
